"","Full.Point.ID","Route.ID","Route.Type","Sage.Cover","Perennial.Cover","Elevation","Burn.Sevarity","Aspect","Fire.Name","Fire.Year","Fire.Distance"
"191","ID-B22-P15","ID-B22","B",2.63461538461538,53.0961538461538,1497.8718860973,2,-1,"Burnt",2006,437.798244961825
"192","ID-B22-P16","ID-B22","B",2.88888888888889,52.2222222222222,1493.37471226283,2,-1,"Burnt",2006,280.937767311379
"193","ID-B23-P01","ID-B23","B",4.88461538461539,51.6538461538462,2113.67013050426,2,2,"Deer Hallow",2012,1076.46990736476
"194","ID-B23-P02","ID-B23","B",5.47169811320755,49.188679245283,2174.48849051339,2,7,"Deer Hallow",2012,1178.58539151278
"195","ID-B23-P03","ID-B23","B",4.98148148148148,46.3888888888889,2253.455998012,2,6,"Deer Hallow",2012,972.378017209611
"196","ID-B23-P04","ID-B23","B",5.26785714285714,47.5892857142857,2322.02349738355,2,6,"Deer Hallow",2012,746.350275213068
"197","ID-B23-P05","ID-B23","B",5.42592592592593,50.5925925925926,2140.85060002254,2,7,"Deer Hallow",2012,964.684774893302
"198","ID-B23-P06","ID-B23","B",3.8,50.4363636363636,2169.46317545573,2,6,"Deer Hallow",2012,1053.13524845668
"199","ID-B23-P07","ID-B23","B",5.30188679245283,49.377358490566,2229.32360387731,2,6,"Deer Hallow",2012,855.146791730608
"200","ID-B23-P08","ID-B23","B",5.58490566037736,48.4716981132075,2301.46296296296,2,7,"Deer Hallow",2012,657.417240767045
"201","ID-B23-P09","ID-B23","B",1.85454545454545,56.0909090909091,2135.38720703125,1,4,"Deer Hallow",2012,872.468961958452
"202","ID-B23-P10","ID-B23","B",3.23214285714286,54.4821428571429,2145.96369086372,2,7,"Deer Hallow",2012,929.08153852983
"203","ID-B23-P11","ID-B23","B",4.61818181818182,45.8909090909091,2217.31880540114,2,6,"Deer Hallow",2012,719.905461064091
"204","ID-B23-P12","ID-B23","B",5.74545454545455,42.1454545454545,2279.32525980248,2,6,"Deer Hallow",2012,511.146076908818
"205","ID-B23-P13","ID-B23","B",3,58.4074074074074,2088.15506853376,2,8,"Deer Hallow",2012,716.300478377432
"206","ID-B23-P14","ID-B23","B",4.125,52.375,2133.13026899858,2,8,"Deer Hallow",2012,734.36826393821
"207","ID-B23-P15","ID-B23","B",3.94642857142857,49.3392857142857,2185.9192974384,2,6,"Deer Hallow",2012,628.830039284446
